,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,GarageType,GarageCond,SaleType,SaleCondition,LotFrontage,LotArea,OverallQual,MasVnrArea,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageQual,SalePrice,Total_OutdoorSF,Baths,Age,AgeRemodAdd,AgeGarage
891,5,3,3,3,4,19,2,0,5,3,6,6,1,1,1,5,8,4,70.0,11184,6,92.0,3,3,918,4,1,1683,3,7,3,2,2,3,172500,243,3,31,31,31.0
892,0,3,3,3,4,19,2,0,2,3,6,6,2,1,1,5,8,4,70.0,8414,6,0.0,3,3,1059,3,1,1068,3,6,0,2,1,3,154500,192,2,43,3,43.0
893,0,3,3,3,4,19,4,0,2,1,13,10,2,2,1,5,8,4,74.4375,13284,5,0.0,3,4,1383,3,1,1383,3,6,4,1,1,3,165000,627,2,54,54,54.0
894,10,3,3,0,4,20,2,2,2,1,9,10,2,3,1,5,8,2,64.0,7018,5,0.0,3,0,0,3,1,1535,3,8,0,1,2,3,118858,0,2,30,30,30.0
895,5,3,3,3,4,12,2,0,5,3,6,6,1,1,1,5,8,4,71.0,7056,6,415.0,3,3,780,3,1,1796,3,8,3,2,2,3,140000,50,3,45,45,45.0
896,1,4,3,3,4,9,2,0,2,1,13,14,2,0,5,5,8,0,50.0,8765,4,0.0,3,3,951,5,0,951,3,6,0,1,1,3,106500,28,1,70,56,70.0
897,10,3,3,3,4,20,1,2,5,1,9,10,2,3,5,5,8,2,64.0,7018,5,0.0,3,0,0,3,1,2240,3,12,0,1,2,3,142953,154,2,30,30,30.0
898,0,3,0,3,4,16,2,0,2,3,12,13,3,2,1,5,6,5,100.0,12919,9,760.0,5,5,2330,5,1,2364,5,11,4,3,3,3,611657,67,4,1,0,1.0
899,0,3,3,3,4,19,1,0,2,1,6,10,2,1,1,5,8,4,65.0,6993,5,0.0,3,3,912,3,1,1236,3,6,3,1,1,3,135000,0,1,45,12,45.0
900,0,3,0,3,4,12,2,0,2,1,6,6,2,1,5,5,8,4,76.46236559139786,7340,4,0.0,3,3,858,3,1,858,3,4,0,1,1,3,110000,0,1,36,36,28.0
901,0,3,0,3,4,12,2,0,2,3,8,8,2,1,5,5,8,4,64.0,8712,5,0.0,3,3,992,3,1,1306,3,5,0,1,1,3,153000,0,2,52,9,41.0
902,5,3,3,3,4,8,2,0,5,1,12,13,2,2,1,5,8,4,63.0,7875,7,0.0,4,4,783,5,1,1509,4,8,4,3,2,3,180000,75,3,3,3,3.0
903,0,3,0,1,1,8,2,0,2,3,12,13,1,2,1,5,6,5,50.0,14859,7,27.0,4,4,1670,5,1,1670,4,7,4,2,3,3,240000,204,2,0,0,0.0
904,0,3,0,3,4,19,2,0,2,1,6,14,1,1,1,5,8,4,74.4375,6173,5,75.0,3,3,876,3,1,902,3,6,0,1,1,3,125500,0,1,40,40,40.0
905,0,3,3,3,4,12,2,0,2,1,6,6,3,1,1,5,8,4,80.0,9920,5,110.0,3,3,1056,3,1,1063,3,6,0,2,1,3,128000,164,2,56,56,56.0
906,0,3,0,3,0,21,2,0,2,1,12,13,3,2,1,5,8,4,116.0,13501,8,208.0,4,4,1623,5,1,1636,4,8,4,2,3,3,255000,60,3,1,1,1.0
907,4,3,0,3,4,6,2,0,0,1,3,3,2,1,1,5,8,4,86.0,11500,7,0.0,4,4,1017,4,1,2057,4,6,4,3,1,2,250000,322,2,70,19,70.0
908,0,3,0,2,4,11,2,0,2,1,6,6,2,1,1,5,8,4,70.08333333333333,8885,5,0.0,3,4,864,3,1,902,3,5,0,1,2,3,131000,164,2,23,23,23.0
909,5,3,1,3,4,8,2,0,5,1,12,13,2,2,1,5,8,4,149.0,12589,6,0.0,4,4,742,5,1,1484,4,8,4,3,2,3,174000,60,3,4,4,4.0
910,10,3,3,3,0,12,1,2,5,1,8,8,1,1,5,5,8,4,80.0,11600,5,361.0,3,3,1105,3,1,2274,3,12,0,1,2,3,154300,0,2,50,50,50.0
911,0,3,0,3,1,5,2,0,2,1,6,10,2,1,5,5,8,4,71.68253968253968,9286,5,0.0,3,4,1268,3,1,1268,4,5,0,1,1,3,143500,173,2,32,20,31.0
912,1,4,3,3,4,3,2,0,2,1,8,8,2,0,5,5,8,0,51.0,6120,5,0.0,3,3,768,3,0,1015,3,6,0,1,1,3,88000,232,1,81,56,81.0
913,10,2,3,1,4,6,2,2,5,1,8,8,2,1,0,5,8,4,82.0,6270,5,0.0,3,3,1001,3,0,2002,3,8,0,1,3,3,145000,0,2,58,57,58.0
914,12,1,3,3,4,21,2,4,5,1,12,13,3,2,5,5,6,5,30.0,3000,6,76.0,4,4,612,5,1,1224,4,4,0,2,2,3,173733,234,3,0,0,0.0
915,12,4,3,3,4,10,2,3,5,1,5,5,1,1,1,5,8,4,21.0,2001,4,80.0,3,3,546,2,1,1092,3,6,0,1,1,3,75000,0,2,37,37,37.0
916,0,0,3,3,4,9,2,0,2,1,0,0,2,1,5,5,8,0,50.0,9000,2,0.0,3,3,480,3,0,480,3,4,0,1,1,3,35311,0,1,57,56,48.0
917,0,3,3,3,4,7,2,0,2,1,12,13,2,1,1,5,8,4,68.21739130434783,17140,4,0.0,3,3,1134,5,1,1229,3,6,0,2,1,3,135000,0,1,53,53,53.0
918,5,3,0,3,0,20,2,0,5,1,6,6,2,2,1,5,8,4,103.0,13125,7,0.0,4,5,1104,5,1,2127,4,8,3,2,3,3,238000,488,4,16,16,16.0
919,0,3,0,3,0,12,2,0,2,3,8,8,2,1,1,5,8,4,87.0,11029,6,0.0,5,4,1184,5,1,1414,3,6,3,1,2,3,176500,241,2,50,6,18.0
920,5,3,0,3,4,20,2,0,5,1,6,6,1,2,1,5,8,4,70.0,8462,6,105.0,4,4,928,5,1,1721,4,7,0,2,2,3,201000,387,4,13,13,13.0
921,10,3,3,3,4,7,1,2,0,1,8,8,2,1,6,3,8,4,67.0,8777,5,0.0,3,3,1272,4,1,2200,3,9,0,0,0,0,145900,70,6,108,5,0.0
922,0,3,3,3,4,8,6,0,2,1,12,13,2,2,1,5,6,5,65.0,10237,6,0.0,4,4,1316,5,1,1316,4,6,4,3,2,3,169990,123,2,1,0,1.0
923,11,3,3,3,4,20,2,4,2,1,9,10,2,2,1,5,8,4,50.0,8012,6,0.0,4,4,1604,5,1,1617,4,5,2,2,2,3,193000,69,3,15,14,15.0
924,0,3,3,3,4,14,2,0,2,1,9,10,1,1,1,5,8,4,79.0,10240,6,157.0,3,4,1686,3,1,1686,3,7,3,1,2,3,207500,515,3,26,26,26.0
925,0,3,0,3,0,14,2,0,2,1,12,13,2,2,1,5,8,0,81.28888888888889,15611,5,0.0,3,4,1126,3,1,1126,5,6,0,2,2,3,175000,180,3,31,31,31.0
926,5,3,3,3,4,16,2,0,5,3,12,13,1,2,3,5,8,4,93.0,11999,8,340.0,4,4,1181,5,1,2374,5,10,4,3,3,3,285000,204,3,4,3,4.0
927,5,3,3,3,4,14,1,0,5,1,8,8,1,1,1,5,8,4,81.28888888888889,9900,7,342.0,3,3,832,4,1,1978,3,9,4,2,2,3,176000,43,3,40,40,40.0
928,0,3,3,3,4,5,2,0,2,3,12,13,2,2,1,5,8,4,71.68253968253968,11838,8,0.0,4,4,1753,5,1,1788,5,7,3,2,2,3,236500,353,2,8,8,8.0
929,5,3,0,3,0,8,2,0,5,1,6,6,1,2,3,5,8,4,79.87755102040816,13006,7,285.0,3,4,964,4,1,2236,4,8,3,3,2,3,222000,0,3,9,9,9.0
930,0,3,0,1,4,23,2,0,2,1,12,13,2,2,1,5,8,4,73.0,8925,8,0.0,4,4,1466,5,1,1466,4,7,0,3,3,3,201000,118,2,2,2,2.0
931,0,3,3,3,4,12,2,0,2,1,12,13,2,1,5,5,8,4,70.0,9100,5,0.0,3,3,925,5,1,925,3,5,0,1,1,3,117500,0,2,44,44,44.0
932,0,3,0,3,0,21,8,0,2,3,12,7,3,2,1,5,8,4,84.0,11670,9,302.0,5,5,1905,5,1,1905,5,8,4,3,3,3,320000,191,2,1,1,1.0
933,0,3,3,3,2,5,2,0,2,1,12,13,1,2,1,5,8,4,63.0,8487,7,210.0,4,4,1500,5,1,1500,4,6,0,2,2,3,190000,228,2,5,5,5.0
934,0,3,1,1,4,12,3,0,2,0,13,14,2,1,1,5,8,4,313.0,27650,7,0.0,3,4,585,5,1,2069,4,9,4,2,2,3,242000,0,3,48,1,48.0
935,1,3,0,3,4,3,2,0,2,1,8,8,1,2,5,5,8,4,52.0,5825,4,108.0,3,2,600,4,1,747,3,5,0,1,2,3,79900,32,1,80,53,53.0
936,0,3,3,3,4,20,2,0,2,1,12,13,2,2,1,5,8,4,67.0,10083,7,0.0,4,4,1176,5,1,1200,4,5,0,2,2,3,184900,41,3,6,6,6.0
937,5,3,3,3,4,21,2,0,5,1,12,13,2,2,1,5,8,4,75.0,9675,7,0.0,4,4,1113,5,1,1971,4,8,4,2,2,3,253000,48,3,4,4,4.0
938,5,3,3,3,4,5,2,0,5,1,12,13,2,2,1,5,6,5,73.0,8760,7,0.0,4,4,1391,5,1,1962,4,7,0,2,3,3,239799,90,3,0,0,0.0
939,6,3,3,3,4,4,2,0,5,1,8,8,2,1,1,5,0,4,83.46153846153847,24090,7,0.0,3,3,1032,5,1,2403,3,10,3,1,1,3,244400,374,2,70,60,70.0
940,10,3,0,3,4,11,2,2,2,1,9,10,2,1,1,5,8,4,55.0,12640,6,0.0,3,3,1728,3,1,1728,3,8,0,1,2,3,150900,40,2,30,30,30.0
941,5,3,0,3,2,8,8,0,5,1,12,13,1,2,3,5,8,4,79.87755102040816,8755,7,298.0,4,4,992,5,1,2060,4,8,3,2,2,3,214000,168,4,10,10,10.0
942,10,3,0,3,4,7,2,2,2,1,8,8,2,2,6,3,7,0,42.0,7711,4,0.0,3,4,1440,3,1,1440,3,8,0,0,0,0,150000,321,4,30,30,0.0
943,10,3,3,2,4,11,2,2,2,1,6,10,2,1,1,5,8,4,100.0,25000,5,0.0,3,3,1632,3,1,1632,3,8,0,1,2,3,143000,0,2,40,40,40.0
944,0,3,0,3,1,23,2,0,7,1,6,6,1,1,2,5,0,0,80.13333333333334,14375,6,541.0,3,3,819,4,1,1344,4,7,4,2,2,3,137500,351,2,51,51,51.0
945,4,4,3,3,0,17,2,0,0,3,12,13,2,0,5,5,8,4,98.0,8820,5,0.0,3,3,1088,3,1,1869,3,7,0,1,2,3,124900,292,1,119,13,46.0
946,8,3,3,3,4,12,2,0,7,1,6,6,1,1,1,5,8,4,70.0,8163,5,128.0,3,3,1144,3,1,1144,3,6,3,2,1,3,143000,86,2,47,47,47.0
947,0,3,3,3,4,23,2,0,2,3,12,13,1,2,1,5,8,4,85.0,14536,8,236.0,4,4,1616,5,1,1629,4,9,4,3,3,3,270000,252,3,5,4,5.0
948,5,3,0,3,4,5,2,0,5,1,12,13,1,2,1,5,8,4,65.0,14006,7,144.0,4,4,936,5,1,1776,4,7,3,2,2,3,192500,240,3,4,4,4.0
949,0,3,3,3,4,14,2,0,2,3,9,10,2,1,1,5,8,4,78.0,9360,6,0.0,3,3,1161,3,1,1381,4,5,3,2,2,3,197500,0,3,38,4,38.0
950,0,3,3,3,4,12,2,0,2,1,12,13,2,1,5,5,8,4,60.0,7200,5,0.0,3,3,864,4,1,864,4,5,0,2,2,3,129000,194,2,57,5,27.0
951,0,2,3,3,0,20,2,0,2,1,12,13,2,1,5,5,8,0,60.0,7800,5,0.0,3,3,828,4,1,965,3,6,0,1,1,3,119900,421,2,41,41,27.0
952,9,3,3,3,4,5,2,0,6,1,14,6,2,1,5,5,8,4,60.0,7200,5,0.0,3,4,768,4,1,768,3,5,0,3,1,3,133900,192,2,37,6,35.0
953,5,3,0,3,4,11,2,0,5,1,6,6,1,1,1,5,8,4,70.08333333333333,11075,5,232.0,3,3,784,5,1,1968,3,7,1,2,2,3,172000,494,4,39,39,39.0
954,10,3,0,3,1,7,2,2,6,0,14,10,1,1,6,3,8,1,35.0,9400,6,250.0,3,4,945,3,1,980,3,4,0,0,0,0,127500,0,4,31,31,0.0
955,10,2,0,1,4,6,2,2,5,1,8,8,1,1,1,5,8,4,82.0,7136,6,423.0,3,4,979,3,0,1958,3,8,0,1,2,3,145000,0,2,61,57,61.0
956,12,4,3,3,4,1,2,4,5,1,8,8,2,1,1,5,8,4,24.0,1300,6,0.0,3,4,561,3,1,1229,3,5,3,3,2,3,124000,150,2,29,29,29.0
957,0,3,3,3,4,19,2,0,2,3,8,8,2,1,5,5,8,4,70.0,7420,5,0.0,3,3,1057,3,1,1057,3,6,0,3,2,3,132000,0,1,45,45,30.0
958,0,3,3,3,4,5,2,0,2,1,12,13,2,2,1,5,8,4,65.0,8450,7,0.0,4,4,1337,5,1,1337,4,6,0,2,2,3,185000,39,3,4,4,4.0
959,12,1,3,3,2,21,2,3,5,3,8,8,2,2,5,5,8,4,24.0,2572,7,0.0,4,4,696,5,1,1416,4,6,0,1,2,3,155000,44,4,11,11,11.0
960,0,3,0,3,4,3,2,0,2,1,13,10,2,1,6,3,8,4,50.0,7207,5,0.0,3,3,858,4,1,858,3,4,0,0,0,0,116500,117,2,52,2,0.0
961,5,3,0,3,0,14,4,0,5,1,6,6,1,1,1,5,8,4,81.28888888888889,12227,6,424.0,3,4,1330,3,1,2872,3,11,3,3,2,3,272000,832,4,31,13,31.0
962,12,3,3,3,0,13,2,4,5,1,9,2,2,1,5,5,8,4,24.0,2308,6,0.0,3,4,804,3,1,1548,4,7,3,1,2,3,155000,48,4,31,31,31.0
963,0,3,0,3,0,5,2,0,2,1,12,13,2,2,1,5,8,4,122.0,11923,9,0.0,4,5,1800,5,1,1800,5,7,0,3,2,3,239000,424,2,2,2,2.0
964,5,3,3,3,0,23,2,0,5,1,12,13,1,2,3,5,8,4,80.0,11316,7,44.0,4,4,817,5,1,1894,4,8,4,3,2,3,214900,40,4,8,7,8.0
965,5,3,3,3,4,8,6,0,5,1,12,13,2,2,1,5,6,5,65.0,10237,6,0.0,4,4,783,5,1,1484,4,8,4,3,2,3,178900,72,3,2,0,2.0
966,4,3,0,1,4,6,2,0,0,1,8,8,2,0,5,5,8,4,130.0,9600,5,0.0,4,3,728,5,1,1308,3,7,3,1,1,3,160000,70,3,69,59,69.0
967,0,3,0,3,4,12,2,0,2,3,13,14,1,1,1,5,8,4,76.46236559139786,7390,5,151.0,3,3,1098,3,1,1098,3,6,0,1,1,3,135000,0,2,53,53,53.0
968,4,4,3,3,4,17,2,0,0,1,12,13,2,0,6,3,8,0,50.0,5925,3,0.0,3,3,600,2,0,968,3,6,0,0,0,0,37900,0,1,99,59,0.0
969,14,3,3,3,4,12,2,1,7,3,6,6,1,1,1,5,3,4,75.0,10382,6,105.0,3,3,588,3,1,1095,3,6,0,2,1,3,140000,0,2,48,48,48.0
970,4,3,3,3,4,12,2,0,0,1,0,0,2,1,6,3,8,0,60.0,10800,4,0.0,3,3,720,3,0,1192,3,6,0,0,0,0,135000,0,2,57,56,0.0
971,12,3,3,3,4,16,2,3,5,1,12,15,3,2,3,5,8,4,36.0,2268,7,106.0,4,4,764,5,1,1626,4,6,0,2,2,3,173000,27,2,6,5,6.0
972,11,3,3,3,4,20,2,4,2,1,9,10,2,1,1,5,8,4,55.0,7892,6,0.0,3,4,918,3,1,918,3,5,3,1,1,3,99500,28,2,31,31,31.0
973,0,1,3,3,0,21,2,0,2,1,5,5,2,2,1,5,6,5,95.0,11639,7,0.0,4,4,1428,5,1,1428,4,6,0,3,2,3,182000,120,2,1,0,1.0
974,6,3,0,3,0,3,6,0,5,1,6,6,2,0,5,5,8,4,60.0,11414,7,0.0,3,4,728,3,0,2019,4,8,0,1,2,3,167500,644,1,99,16,12.0
975,12,1,3,3,2,21,2,3,5,1,8,8,2,2,5,5,8,4,64.66666666666667,2651,7,0.0,4,4,673,5,1,1382,4,6,0,1,2,3,165000,203,4,6,6,6.0
976,1,3,0,0,4,3,2,0,2,1,13,14,2,2,6,3,8,4,51.0,5900,4,0.0,3,4,440,3,1,869,2,4,0,0,0,0,85500,0,1,83,48,0.0
977,11,1,0,3,4,21,2,4,2,1,12,13,2,2,1,5,6,5,35.0,4274,7,0.0,4,4,1241,5,1,1241,4,4,0,3,2,3,199900,116,3,1,0,0.0
978,0,3,3,0,4,7,2,0,2,1,8,8,2,1,5,5,8,0,68.0,9450,4,0.0,3,3,894,5,1,894,3,5,0,1,2,3,110000,0,1,53,53,8.0
979,0,3,3,3,0,19,1,0,2,1,12,13,2,2,5,5,8,4,80.0,8816,5,0.0,3,3,1121,3,1,1121,3,5,0,1,2,3,139000,80,2,46,46,46.0
980,9,3,0,3,0,12,2,0,6,1,5,5,3,1,1,5,8,4,76.46236559139786,12122,7,210.0,5,3,944,4,1,999,5,6,0,2,2,3,178400,220,2,47,1,47.0
981,5,3,0,3,0,15,2,0,5,3,12,13,1,2,1,5,8,4,98.0,12203,8,975.0,4,4,1225,5,1,2612,4,8,3,3,3,3,336000,250,4,11,10,11.0
982,0,3,3,3,4,0,2,0,2,1,12,13,1,2,1,5,8,4,43.0,3182,7,16.0,4,4,1266,5,1,1266,4,6,4,3,2,3,159895,116,2,1,1,1.0
983,5,3,3,3,0,5,2,0,5,1,5,5,2,2,1,5,8,4,71.68253968253968,11250,8,0.0,4,4,1128,5,1,2290,4,9,4,1,2,3,255900,0,3,6,6,6.0
984,10,3,3,3,4,11,2,2,0,1,9,10,2,1,1,5,0,4,75.0,10125,5,0.0,3,0,0,3,1,1734,4,8,0,1,2,3,126000,0,2,32,32,32.0
985,14,3,3,3,4,7,2,1,2,1,8,8,2,1,5,5,3,4,68.0,10880,5,0.0,3,3,1164,3,0,1164,3,5,0,1,1,3,125000,48,2,58,58,58.0
986,4,4,3,3,0,17,1,0,0,3,12,13,2,1,1,5,8,4,59.0,5310,6,0.0,3,3,485,4,1,1635,4,5,0,1,1,2,117000,394,1,96,3,56.0
987,0,3,0,3,4,16,2,0,2,3,12,13,3,2,1,5,6,5,83.0,10159,9,450.0,5,5,1930,5,1,1940,5,8,4,3,3,3,395192,263,4,1,0,0.0
988,5,3,0,3,4,14,2,0,5,1,9,10,1,1,1,5,8,4,81.28888888888889,12046,6,298.0,3,3,848,3,1,2030,4,8,3,3,2,3,195000,224,3,31,31,31.0
989,5,1,3,3,4,21,2,0,5,1,12,13,2,2,1,5,6,5,65.0,8125,7,0.0,4,4,770,5,1,1576,4,6,0,2,2,3,197000,50,3,0,0,0.0
990,5,3,3,3,4,15,2,0,5,1,12,13,1,2,1,5,8,4,82.0,9452,8,423.0,4,4,1396,5,1,2392,4,7,3,3,3,3,348000,70,4,9,8,9.0
991,6,4,3,3,0,17,0,0,5,1,13,14,2,0,1,5,8,4,121.0,17671,8,0.0,4,3,916,4,1,1742,4,8,4,1,2,3,168000,169,2,127,23,84.0
992,5,3,3,3,4,12,2,0,5,3,13,14,1,1,1,5,8,4,80.0,9760,6,340.0,3,3,822,4,1,1851,4,7,2,2,2,3,187000,281,3,43,14,43.0
993,5,3,3,3,4,5,2,0,5,1,12,13,2,2,1,5,6,5,68.0,8846,6,0.0,3,4,750,5,1,1500,4,6,0,2,2,3,173900,35,3,1,0,1.0
994,0,3,3,3,2,16,2,0,2,3,5,5,3,2,1,5,8,4,96.0,12456,10,230.0,5,5,1700,5,1,1718,5,7,4,3,3,3,337500,264,3,3,2,1.0
995,4,3,0,3,4,3,1,0,0,1,8,8,2,1,5,5,8,0,51.0,4712,4,0.0,3,3,747,3,1,1230,3,5,0,1,1,3,121600,120,3,60,56,60.0
996,0,3,0,3,4,12,2,0,2,3,13,14,2,1,1,5,0,4,76.46236559139786,10659,5,0.0,3,3,1050,3,1,1050,3,6,0,1,1,3,136500,319,2,45,45,45.0
997,0,3,0,3,4,14,3,0,2,3,6,6,1,1,1,5,8,4,81.28888888888889,11717,6,571.0,3,3,1442,3,1,1442,3,6,3,2,2,3,185000,371,2,39,39,39.0
998,1,4,3,3,4,9,2,0,2,3,13,14,2,0,5,1,8,4,60.0,9786,3,0.0,3,3,1007,2,0,1077,3,6,4,1,1,3,91000,148,1,84,56,84.0
999,0,3,3,3,4,5,2,0,2,1,12,13,3,2,1,5,8,4,64.0,6762,7,24.0,4,4,1187,5,1,1208,4,6,0,2,2,3,206000,166,3,4,4,4.0
1000,0,3,3,3,0,7,2,0,2,0,2,2,2,3,5,1,8,4,74.0,10206,3,0.0,3,0,0,2,0,944,2,4,0,1,2,3,82000,0,1,57,57,53.0
1001,1,3,3,3,0,17,2,0,2,1,13,14,2,0,5,5,8,0,60.0,5400,5,0.0,3,2,691,5,1,691,5,4,0,1,1,2,86000,114,1,87,57,87.0
1002,0,3,0,3,4,21,6,0,2,1,12,13,1,2,1,5,8,4,75.0,11957,8,53.0,4,4,1574,5,1,1574,4,7,4,2,3,3,232000,248,2,2,2,2.0
1003,10,3,0,3,0,14,1,2,2,1,12,13,1,1,5,5,8,4,81.28888888888889,11500,5,164.0,3,3,1680,2,1,1680,3,8,0,1,2,3,136905,0,2,31,31,31.0
1004,11,3,3,3,4,0,2,4,2,1,12,13,1,2,1,5,8,4,43.0,3182,7,16.0,4,4,1346,5,1,1504,4,7,4,3,2,3,181000,156,2,4,3,4.0
1005,8,3,3,3,4,5,2,0,7,1,6,6,1,1,1,5,8,4,65.0,8385,5,220.0,4,4,985,3,1,985,3,6,0,1,1,3,149900,210,2,31,31,31.0
1006,0,3,2,3,4,12,4,0,2,1,9,10,2,1,1,5,8,4,76.46236559139786,12155,6,0.0,3,4,1657,4,1,1657,3,7,3,1,2,3,163500,147,3,37,37,37.0
1007,12,4,3,3,4,10,2,4,5,1,5,5,2,1,1,5,8,4,21.0,2217,4,0.0,3,3,546,3,1,1092,3,6,0,2,1,3,88000,238,2,39,39,39.0
1008,0,3,0,3,1,11,2,0,2,3,12,13,3,2,1,5,8,4,43.0,12118,7,108.0,4,5,1710,5,1,1710,4,7,4,3,2,3,240000,328,2,5,4,5.0
1009,4,3,3,3,4,18,2,0,0,1,13,14,2,0,6,3,8,4,60.0,6000,5,0.0,3,3,1008,5,1,1522,3,7,0,0,0,0,102000,138,2,80,56,0.0
1010,4,3,3,3,4,19,2,0,0,1,13,14,2,1,1,5,8,4,115.0,21286,5,0.0,3,3,720,3,1,1271,3,7,4,1,1,3,135000,108,2,60,58,60.0
1011,10,3,3,3,4,7,2,2,2,3,1,1,2,1,6,3,8,4,75.0,9825,5,0.0,3,0,0,3,0,1664,3,8,0,0,0,0,100000,0,2,45,45,0.0
1012,6,3,3,3,4,6,2,0,5,3,13,14,2,2,5,5,8,4,55.0,10592,6,0.0,3,3,602,3,1,1502,4,7,3,1,1,3,165000,261,2,84,11,84.0
1013,1,4,3,3,4,17,2,0,2,3,8,12,2,0,5,5,8,4,60.0,7200,5,0.0,3,3,1022,3,0,1022,3,4,0,1,1,3,85000,256,2,99,3,53.0
1014,0,3,3,3,4,12,0,0,2,1,8,8,1,1,5,5,8,4,60.0,11664,6,206.0,3,3,1082,3,1,1082,3,5,4,1,1,3,119200,130,1,59,57,59.0
1015,5,3,3,3,4,14,2,0,5,1,12,13,2,2,1,5,8,4,70.0,8400,8,0.0,4,4,810,5,1,1665,4,6,0,3,2,3,227000,45,4,8,8,8.0
1016,0,3,3,3,4,5,2,0,2,3,12,13,1,2,1,5,8,4,73.0,11883,7,196.0,4,4,1504,5,1,1504,4,6,3,3,2,3,203000,181,3,13,13,13.0
1017,11,3,0,3,1,22,2,4,2,1,6,6,2,1,1,5,0,0,62.7,5814,8,0.0,4,4,1220,4,1,1360,4,4,5,2,2,3,187500,63,2,25,25,25.0
1018,8,3,0,3,2,8,2,0,7,1,6,6,1,2,1,5,8,4,79.87755102040816,10784,7,76.0,4,4,384,4,1,1472,4,7,3,2,2,3,160000,164,3,16,15,16.0
1019,11,3,3,3,4,0,2,4,2,1,12,13,1,2,1,5,8,4,43.0,3013,7,145.0,4,4,1362,5,1,1506,4,6,4,3,2,3,213490,162,2,1,1,1.0
1020,0,3,3,3,4,7,2,0,2,1,12,13,2,2,1,5,8,4,60.0,7024,4,0.0,3,4,1132,5,1,1132,4,5,0,3,2,3,176000,316,3,3,3,3.0
1021,0,3,3,3,4,5,2,0,2,1,12,13,3,2,1,5,6,5,64.0,7406,7,84.0,4,4,1199,5,1,1220,4,6,0,2,2,3,194000,159,3,0,0,0.0
1022,4,4,3,3,4,17,2,0,0,1,13,14,2,1,5,1,8,4,52.0,9439,5,0.0,3,3,912,4,1,1248,3,6,0,1,1,2,87000,192,1,77,57,50.0
1023,11,3,3,3,4,0,2,4,2,1,12,13,1,2,1,5,8,4,43.0,3182,7,14.0,4,4,1346,5,1,1504,4,7,4,3,2,3,191000,176,2,3,2,3.0
1024,0,3,0,3,0,23,2,0,2,3,10,6,2,1,1,5,0,0,80.13333333333334,15498,8,0.0,4,4,1565,3,1,2898,4,10,4,3,2,3,287000,246,3,32,32,32.0
1025,0,3,3,3,0,5,2,0,2,1,12,13,2,1,5,5,8,4,70.0,7700,5,0.0,3,3,882,3,1,882,3,5,0,1,2,3,112500,96,2,35,35,27.0
1026,0,3,3,3,4,12,1,0,2,1,8,6,1,1,1,5,8,4,73.0,9300,5,324.0,3,3,1268,3,1,1264,3,6,4,1,2,3,167500,143,2,50,50,50.0
1027,0,3,0,1,4,23,2,0,2,1,12,13,3,2,1,5,6,5,71.0,9520,8,338.0,4,4,1638,5,1,1646,4,7,4,2,3,3,293077,236,3,1,0,0.0
1028,4,3,3,3,4,12,0,0,0,1,14,15,2,1,1,5,8,4,79.0,9492,5,0.0,3,3,768,3,1,1376,3,6,4,1,1,3,105000,0,2,66,57,66.0
1029,12,4,3,3,4,2,2,3,5,1,6,6,1,1,5,5,8,4,21.0,1680,6,281.0,3,3,672,4,1,1218,3,7,0,1,1,3,118000,28,3,34,34,34.0
1030,14,2,3,3,4,18,2,1,5,1,12,13,2,2,6,3,8,4,58.91304347826087,7082,5,0.0,3,3,686,4,1,1928,3,10,0,0,0,0,160000,228,2,90,11,0.0
1031,7,3,3,3,0,18,2,0,3,1,13,10,2,0,2,5,8,4,102.0,15863,7,0.0,3,3,824,5,1,3082,3,12,3,3,2,3,197000,199,4,89,39,39.0
1032,5,3,0,3,0,15,2,0,5,1,8,8,2,2,1,5,8,0,91.87878787878788,14541,8,0.0,4,4,1338,5,1,2520,4,10,3,2,3,3,310000,264,4,13,13,13.0
1033,0,3,3,3,4,5,2,0,2,1,12,13,3,2,1,5,8,4,71.68253968253968,8125,7,295.0,4,4,1654,5,1,1654,4,6,0,1,3,3,230000,136,3,4,4,4.0
1034,1,3,3,0,4,6,2,0,2,1,8,8,2,2,2,5,8,4,50.0,6305,5,0.0,3,2,920,5,1,954,2,5,4,1,1,2,119750,0,1,69,57,69.0
1035,0,3,0,3,1,7,2,0,2,1,13,14,2,3,5,5,8,4,68.21739130434783,11500,4,0.0,3,0,0,5,0,845,3,5,0,1,1,3,84000,186,1,52,52,52.0
1036,0,3,0,1,4,23,2,0,2,3,12,13,3,2,1,5,8,4,89.0,12898,9,70.0,4,5,1620,5,1,1620,5,6,5,3,3,3,315500,228,3,2,1,1.0
1037,5,3,3,3,4,5,2,0,5,1,12,13,1,2,3,5,8,4,71.68253968253968,9240,8,396.0,4,4,1055,5,1,2263,4,7,3,3,2,3,287000,234,3,7,6,7.0
1038,12,4,3,3,4,10,2,3,5,1,5,5,2,1,6,3,8,4,21.0,1533,4,0.0,3,3,546,3,1,1344,3,6,3,0,0,0,97000,0,2,39,1,0.0
