,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,SaleType,SaleCondition,SalePrice,Total_OutdoorSF,Baths,Age,AgeRemodAdd,AgeGarage
895,60,RL,71.0,7056,Reg,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,Hip,HdBoard,HdBoard,BrkFace,415.0,3,CBlock,3,780,3,1,1796,3,8,3,Attchd,2,2,3,TA,WD,Normal,140000,50,3,45,45,45.0
896,30,RM,50.0,8765,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,951,5,0,951,3,6,0,Detchd,1,1,3,TA,WD,Abnorml,106500,28,1,70,56,70.0
897,90,RL,64.0,7018,Reg,Lvl,Inside,SawyerW,Feedr,Duplex,2Story,5,Gable,Plywood,Plywood,None,0.0,3,Slab,0,0,3,1,2240,3,12,0,Detchd,1,2,3,TA,WD,Alloca,142953,154,2,30,30,30.0
898,20,RL,100.0,12919,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,Stone,760.0,5,PConc,5,2330,5,1,2364,5,11,4,Attchd,3,3,3,TA,New,Partial,611657,67,4,1,0,1.0
899,20,RL,65.0,6993,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,Gable,HdBoard,Plywood,None,0.0,3,CBlock,3,912,3,1,1236,3,6,3,Attchd,1,1,3,TA,WD,Normal,135000,0,1,45,12,45.0
900,20,RL,76.46236559139786,7340,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,858,3,1,858,3,4,0,Detchd,1,1,3,TA,WD,Normal,110000,0,1,36,36,28.0
901,20,RL,64.0,8712,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,None,0.0,3,CBlock,3,992,3,1,1306,3,5,0,Detchd,1,1,3,TA,WD,Normal,153000,0,2,52,9,41.0
902,60,RL,63.0,7875,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,783,5,1,1509,4,8,4,Attchd,3,2,3,TA,WD,Normal,180000,75,3,3,3,3.0
903,20,RL,50.0,14859,IR1,HLS,CulDSac,Gilbert,Norm,1Fam,1Story,7,Hip,VinylSd,VinylSd,BrkFace,27.0,4,PConc,4,1670,5,1,1670,4,7,4,Attchd,2,3,3,TA,New,Partial,240000,204,2,0,0,0.0
904,20,RL,74.4375,6173,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,HdBoard,Wd Sdng,BrkFace,75.0,3,CBlock,3,876,3,1,902,3,6,0,Attchd,1,1,3,TA,WD,Normal,125500,0,1,40,40,40.0
905,20,RL,80.0,9920,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,Stone,110.0,3,CBlock,3,1056,3,1,1063,3,6,0,Attchd,2,1,3,TA,WD,Normal,128000,164,2,56,56,56.0
906,20,RL,116.0,13501,IR1,Lvl,Corner,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,208.0,4,PConc,4,1623,5,1,1636,4,8,4,Attchd,2,3,3,TA,WD,Normal,255000,60,3,1,1,1.0
907,50,RL,86.0,11500,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,7,Gable,BrkFace,BrkFace,None,0.0,4,CBlock,4,1017,4,1,2057,4,6,4,Attchd,3,1,2,TA,WD,Normal,250000,322,2,70,19,70.0
908,20,RL,70.08333333333333,8885,IR1,Low,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,4,864,3,1,902,3,5,0,Attchd,1,2,3,TA,WD,Normal,131000,164,2,23,23,23.0
909,60,RL,149.0,12589,IR2,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,742,5,1,1484,4,8,4,Attchd,3,2,3,TA,WD,Normal,174000,60,3,4,4,4.0
910,90,RL,80.0,11600,Reg,Lvl,Corner,NAmes,Feedr,Duplex,2Story,5,Gable,MetalSd,MetalSd,BrkFace,361.0,3,CBlock,3,1105,3,1,2274,3,12,0,Detchd,1,2,3,TA,WD,Normal,154300,0,2,50,50,50.0
911,20,RL,71.68253968253968,9286,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,None,0.0,3,CBlock,4,1268,3,1,1268,4,5,0,Detchd,1,1,3,TA,WD,Normal,143500,173,2,32,20,31.0
912,30,RM,51.0,6120,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,3,768,3,0,1015,3,6,0,Detchd,1,1,3,TA,WD,Abnorml,88000,232,1,81,56,81.0
913,90,RH,82.0,6270,Reg,HLS,Inside,Crawfor,Norm,Duplex,2Story,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1001,3,0,2002,3,8,0,2Types,1,3,3,TA,WD,Normal,145000,0,2,58,57,58.0
914,160,FV,30.0,3000,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,Gable,VinylSd,VinylSd,Stone,76.0,4,PConc,4,612,5,1,1224,4,4,0,Detchd,2,2,3,TA,New,Partial,173733,234,3,0,0,0.0
915,160,RM,21.0,2001,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,2Story,4,Gable,CemntBd,CmentBd,BrkFace,80.0,3,CBlock,3,546,2,1,1092,3,6,0,Attchd,1,1,3,TA,WD,Normal,75000,0,2,37,37,37.0
916,20,C (all),50.0,9000,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,2,Gable,AsbShng,AsbShng,None,0.0,3,CBlock,3,480,3,0,480,3,4,0,Detchd,1,1,3,TA,WD,Abnorml,35311,0,1,57,56,48.0
917,20,RL,68.21739130434783,17140,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,1134,5,1,1229,3,6,0,Attchd,2,1,3,TA,WD,Normal,135000,0,1,53,53,53.0
918,60,RL,103.0,13125,IR1,Lvl,Corner,SawyerW,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,None,0.0,4,PConc,5,1104,5,1,2127,4,8,3,Attchd,2,3,3,TA,WD,Normal,238000,488,4,16,16,16.0
919,20,RL,87.0,11029,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,Hip,MetalSd,MetalSd,None,0.0,5,CBlock,4,1184,5,1,1414,3,6,3,Attchd,1,2,3,TA,WD,Normal,176500,241,2,50,6,18.0
920,60,RL,70.0,8462,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,105.0,4,PConc,4,928,5,1,1721,4,7,0,Attchd,2,2,3,TA,WD,Normal,201000,387,4,13,13,13.0
921,90,RL,67.0,8777,Reg,Lvl,Inside,Edwards,Feedr,Duplex,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1272,4,1,2200,3,9,0,NA,0,0,0,None,WD,Normal,145900,70,6,108,5,0.0
922,20,RL,65.0,10237,Reg,Lvl,Inside,Gilbert,RRAn,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1316,5,1,1316,4,6,4,Attchd,3,2,3,TA,New,Partial,169990,123,2,1,0,1.0
923,120,RL,50.0,8012,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,Gable,Plywood,Plywood,None,0.0,4,PConc,4,1604,5,1,1617,4,5,2,Attchd,2,2,3,TA,WD,Normal,193000,69,3,15,14,15.0
924,20,RL,79.0,10240,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,BrkFace,157.0,3,CBlock,4,1686,3,1,1686,3,7,3,Attchd,1,2,3,TA,WD,Normal,207500,515,3,26,26,26.0
925,20,RL,81.28888888888889,15611,IR1,Lvl,Corner,NWAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1126,3,1,1126,5,6,0,Attchd,2,2,3,TA,WD,Abnorml,175000,180,3,31,31,31.0
926,60,RL,93.0,11999,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,BrkFace,340.0,4,PConc,4,1181,5,1,2374,5,10,4,BuiltIn,3,3,3,TA,WD,Normal,285000,204,3,4,3,4.0
927,60,RL,81.28888888888889,9900,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,2Story,7,Gable,MetalSd,MetalSd,BrkFace,342.0,3,CBlock,3,832,4,1,1978,3,9,4,Attchd,2,2,3,TA,WD,Normal,176000,43,3,40,40,40.0
928,20,RL,71.68253968253968,11838,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,None,0.0,4,PConc,4,1753,5,1,1788,5,7,3,Attchd,2,2,3,TA,WD,Normal,236500,353,2,8,8,8.0
929,60,RL,79.87755102040816,13006,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,285.0,3,PConc,4,964,4,1,2236,4,8,3,BuiltIn,3,2,3,TA,WD,Normal,222000,0,3,9,9,9.0
930,20,RL,73.0,8925,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1466,5,1,1466,4,7,0,Attchd,3,3,3,TA,WD,Normal,201000,118,2,2,2,2.0
931,20,RL,70.0,9100,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,925,5,1,925,3,5,0,Detchd,1,1,3,TA,WD,Normal,117500,0,2,44,44,44.0
932,20,RL,84.0,11670,IR1,Lvl,Corner,Somerst,RRNn,1Fam,1Story,9,Hip,VinylSd,ImStucc,Stone,302.0,5,PConc,5,1905,5,1,1905,5,8,4,Attchd,3,3,3,TA,WD,Normal,320000,191,2,1,1,1.0
933,20,RL,63.0,8487,Reg,Lvl,FR2,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,210.0,4,PConc,4,1500,5,1,1500,4,6,0,Attchd,2,2,3,TA,WD,Normal,190000,228,2,5,5,5.0
934,20,RL,313.0,27650,IR2,HLS,Inside,NAmes,PosA,1Fam,1Story,7,Flat,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,4,585,5,1,2069,4,9,4,Attchd,2,2,3,TA,WD,Normal,242000,0,3,48,1,48.0
935,30,RL,52.0,5825,IR1,Lvl,Inside,BrkSide,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,BrkFace,108.0,3,PConc,2,600,4,1,747,3,5,0,Detchd,1,2,3,TA,WD,Normal,79900,32,1,80,53,53.0
936,20,RL,67.0,10083,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1176,5,1,1200,4,5,0,Attchd,2,2,3,TA,WD,Normal,184900,41,3,6,6,6.0
937,60,RL,75.0,9675,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1113,5,1,1971,4,8,4,Attchd,2,2,3,TA,WD,Normal,253000,48,3,4,4,4.0
938,60,RL,73.0,8760,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1391,5,1,1962,4,7,0,Attchd,2,3,3,TA,New,Partial,239799,90,3,0,0,0.0
939,70,RL,83.46153846153847,24090,Reg,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1032,5,1,2403,3,10,3,Attchd,1,1,3,TA,COD,Normal,244400,374,2,70,60,70.0
940,90,RL,55.0,12640,IR1,Lvl,Inside,Mitchel,Norm,Duplex,1Story,6,Gable,Plywood,Plywood,None,0.0,3,CBlock,3,1728,3,1,1728,3,8,0,Attchd,1,2,3,TA,WD,Normal,150900,40,2,30,30,30.0
941,60,RL,79.87755102040816,8755,IR1,Lvl,FR2,Gilbert,RRNn,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,298.0,4,PConc,4,992,5,1,2060,4,8,3,BuiltIn,2,2,3,TA,WD,Normal,214000,168,4,10,10,10.0
942,90,RL,42.0,7711,IR1,Lvl,Inside,Edwards,Norm,Duplex,1Story,4,Gable,MetalSd,MetalSd,None,0.0,3,PConc,4,1440,3,1,1440,3,8,0,NA,0,0,0,None,Oth,Abnorml,150000,321,4,30,30,0.0
943,90,RL,100.0,25000,Reg,Low,Inside,Mitchel,Norm,Duplex,1Story,5,Gable,HdBoard,Plywood,None,0.0,3,CBlock,3,1632,3,1,1632,3,8,0,Attchd,1,2,3,TA,WD,Normal,143000,0,2,40,40,40.0
944,20,RL,80.13333333333334,14375,IR1,Lvl,CulDSac,Timber,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,541.0,3,CBlock,3,819,4,1,1344,4,7,4,Basment,2,2,3,TA,COD,Abnorml,137500,351,2,51,51,51.0
945,50,RM,98.0,8820,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,5,Hip,VinylSd,VinylSd,None,0.0,3,BrkTil,3,1088,3,1,1869,3,7,0,Detchd,1,2,3,TA,WD,Normal,124900,292,1,119,13,46.0
946,80,RL,70.0,8163,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,Gable,HdBoard,HdBoard,BrkFace,128.0,3,CBlock,3,1144,3,1,1144,3,6,3,Attchd,2,1,3,TA,WD,Normal,143000,86,2,47,47,47.0
947,20,RL,85.0,14536,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,236.0,4,PConc,4,1616,5,1,1629,4,9,4,Attchd,3,3,3,TA,WD,Normal,270000,252,3,5,4,5.0
948,60,RL,65.0,14006,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,144.0,4,PConc,4,936,5,1,1776,4,7,3,Attchd,2,2,3,TA,WD,Normal,192500,240,3,4,4,4.0
949,20,RL,78.0,9360,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Hip,Plywood,Plywood,None,0.0,3,CBlock,3,1161,3,1,1381,4,5,3,Attchd,2,2,3,TA,WD,Normal,197500,0,3,38,4,38.0
950,20,RL,60.0,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,864,4,1,864,4,5,0,Detchd,2,2,3,TA,WD,Normal,129000,194,2,57,5,27.0
951,20,RH,60.0,7800,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,828,4,1,965,3,6,0,Detchd,1,1,3,TA,WD,Abnorml,119900,421,2,41,41,27.0
952,85,RL,60.0,7200,Reg,Lvl,Inside,CollgCr,Norm,1Fam,SFoyer,5,Gable,WdShing,HdBoard,None,0.0,3,CBlock,4,768,4,1,768,3,5,0,Detchd,3,1,3,TA,WD,Normal,133900,192,2,37,6,35.0
953,60,RL,70.08333333333333,11075,IR1,Lvl,Inside,Mitchel,Norm,1Fam,2Story,5,Gable,HdBoard,HdBoard,BrkFace,232.0,3,CBlock,3,784,5,1,1968,3,7,1,Attchd,2,2,3,TA,WD,Normal,172000,494,4,39,39,39.0
954,90,RL,35.0,9400,IR1,Lvl,CulDSac,Edwards,Norm,Duplex,SFoyer,6,Flat,WdShing,Plywood,BrkFace,250.0,3,CBlock,4,945,3,1,980,3,4,0,NA,0,0,0,None,WD,AdjLand,127500,0,4,31,31,0.0
955,90,RH,82.0,7136,IR1,HLS,Inside,Crawfor,Norm,Duplex,2Story,6,Gable,MetalSd,MetalSd,BrkFace,423.0,3,CBlock,4,979,3,0,1958,3,8,0,Attchd,1,2,3,TA,WD,Normal,145000,0,2,61,57,61.0
956,160,RM,24.0,1300,Reg,Lvl,Inside,Blueste,Norm,TwnhsE,2Story,6,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,4,561,3,1,1229,3,5,3,Attchd,3,2,3,TA,WD,Normal,124000,150,2,29,29,29.0
957,20,RL,70.0,7420,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,None,0.0,3,CBlock,3,1057,3,1,1057,3,6,0,Detchd,3,2,3,TA,WD,Normal,132000,0,1,45,45,30.0
958,20,RL,65.0,8450,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1337,5,1,1337,4,6,0,Attchd,2,2,3,TA,WD,Normal,185000,39,3,4,4,4.0
959,160,FV,24.0,2572,Reg,Lvl,FR2,Somerst,Norm,Twnhs,2Story,7,Hip,MetalSd,MetalSd,None,0.0,4,PConc,4,696,5,1,1416,4,6,0,Detchd,1,2,3,TA,WD,Normal,155000,44,4,11,11,11.0
960,20,RL,50.0,7207,IR1,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,Gable,Wd Sdng,Plywood,None,0.0,3,CBlock,3,858,4,1,858,3,4,0,NA,0,0,0,None,WD,Normal,116500,117,2,52,2,0.0
961,60,RL,81.28888888888889,12227,IR1,Lvl,Corner,NWAmes,PosN,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,424.0,3,CBlock,4,1330,3,1,2872,3,11,3,Attchd,3,2,3,TA,WD,Normal,272000,832,4,31,13,31.0
962,160,RL,24.0,2308,Reg,Lvl,Corner,NPkVill,Norm,TwnhsE,2Story,6,Gable,Plywood,Brk Cmn,None,0.0,3,CBlock,4,804,3,1,1548,4,7,3,Detchd,1,2,3,TA,WD,Normal,155000,48,4,31,31,31.0
963,20,RL,122.0,11923,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,9,Gable,VinylSd,VinylSd,None,0.0,4,PConc,5,1800,5,1,1800,5,7,0,Attchd,3,2,3,TA,WD,Normal,239000,424,2,2,2,2.0
964,60,RL,80.0,11316,Reg,Lvl,Corner,Timber,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,44.0,4,PConc,4,817,5,1,1894,4,8,4,BuiltIn,3,2,3,TA,WD,Normal,214900,40,4,8,7,8.0
965,60,RL,65.0,10237,Reg,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,783,5,1,1484,4,8,4,Attchd,3,2,3,TA,New,Partial,178900,72,3,2,0,2.0
966,50,RL,130.0,9600,IR1,HLS,Inside,Crawfor,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,4,BrkTil,3,728,5,1,1308,3,7,3,Detchd,1,1,3,TA,WD,Normal,160000,70,3,69,59,69.0
967,20,RL,76.46236559139786,7390,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,BrkFace,151.0,3,CBlock,3,1098,3,1,1098,3,6,0,Attchd,1,1,3,TA,WD,Normal,135000,0,2,53,53,53.0
968,50,RM,50.0,5925,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,3,Gable,VinylSd,VinylSd,None,0.0,3,BrkTil,3,600,2,0,968,3,6,0,NA,0,0,0,None,WD,Abnorml,37900,0,1,99,59,0.0
969,190,RL,75.0,10382,Reg,Lvl,Inside,NAmes,Norm,2fmCon,SLvl,6,Hip,HdBoard,HdBoard,BrkFace,105.0,3,CBlock,3,588,3,1,1095,3,6,0,Attchd,2,1,3,TA,ConLD,Normal,140000,0,2,48,48,48.0
970,50,RL,60.0,10800,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,4,Gable,AsbShng,AsbShng,None,0.0,3,CBlock,3,720,3,0,1192,3,6,0,NA,0,0,0,None,WD,Abnorml,135000,0,2,57,56,0.0
971,160,RL,36.0,2268,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,Gable,VinylSd,Wd Shng,Stone,106.0,4,PConc,4,764,5,1,1626,4,6,0,BuiltIn,2,2,3,TA,WD,Normal,173000,27,2,6,5,6.0
972,120,RL,55.0,7892,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,Gable,Plywood,Plywood,None,0.0,3,CBlock,4,918,3,1,918,3,5,3,Attchd,1,1,3,TA,WD,Normal,99500,28,2,31,31,31.0
973,20,FV,95.0,11639,Reg,Lvl,Corner,Somerst,Norm,1Fam,1Story,7,Gable,CemntBd,CmentBd,None,0.0,4,PConc,4,1428,5,1,1428,4,6,0,Attchd,3,2,3,TA,New,Partial,182000,120,2,1,0,1.0
974,70,RL,60.0,11414,IR1,Lvl,Corner,BrkSide,RRAn,1Fam,2Story,7,Gable,HdBoard,HdBoard,None,0.0,3,BrkTil,4,728,3,0,2019,4,8,0,Detchd,1,2,3,TA,WD,Normal,167500,644,1,99,16,12.0
975,160,FV,64.66666666666667,2651,Reg,Lvl,FR2,Somerst,Norm,Twnhs,2Story,7,Gable,MetalSd,MetalSd,None,0.0,4,PConc,4,673,5,1,1382,4,6,0,Detchd,1,2,3,TA,WD,Normal,165000,203,4,6,6,6.0
976,30,RL,51.0,5900,IR1,Bnk,Inside,BrkSide,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,0.0,3,PConc,4,440,3,1,869,2,4,0,NA,0,0,0,None,WD,Normal,85500,0,1,83,48,0.0
977,120,FV,35.0,4274,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1241,5,1,1241,4,4,0,Attchd,3,2,3,TA,New,Partial,199900,116,3,1,0,0.0
978,20,RL,68.0,9450,Reg,Bnk,Inside,Edwards,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,894,5,1,894,3,5,0,Detchd,1,2,3,TA,WD,Abnorml,110000,0,1,53,53,8.0
979,20,RL,80.0,8816,Reg,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,3,1121,3,1,1121,3,5,0,Detchd,1,2,3,TA,WD,Normal,139000,80,2,46,46,46.0
980,85,RL,76.46236559139786,12122,IR1,Lvl,Corner,NAmes,Norm,1Fam,SFoyer,7,Gable,CemntBd,CmentBd,Stone,210.0,5,CBlock,3,944,4,1,999,5,6,0,Attchd,2,2,3,TA,WD,Normal,178400,220,2,47,1,47.0
981,60,RL,98.0,12203,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,BrkFace,975.0,4,PConc,4,1225,5,1,2612,4,8,3,Attchd,3,3,3,TA,WD,Normal,336000,250,4,11,10,11.0
982,20,RL,43.0,3182,Reg,Lvl,Inside,Blmngtn,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,16.0,4,PConc,4,1266,5,1,1266,4,6,4,Attchd,3,2,3,TA,WD,Normal,159895,116,2,1,1,1.0
983,60,RL,71.68253968253968,11250,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,8,Gable,CemntBd,CmentBd,None,0.0,4,PConc,4,1128,5,1,2290,4,9,4,Attchd,1,2,3,TA,WD,Normal,255900,0,3,6,6,6.0
984,90,RL,75.0,10125,Reg,Lvl,Inside,Mitchel,Norm,Duplex,1.5Fin,5,Gable,Plywood,Plywood,None,0.0,3,CBlock,0,0,3,1,1734,4,8,0,Attchd,1,2,3,TA,COD,Normal,126000,0,2,32,32,32.0
985,190,RL,68.0,10880,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1Story,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1164,3,0,1164,3,5,0,Detchd,1,1,3,TA,ConLD,Normal,125000,48,2,58,58,58.0
986,50,RM,59.0,5310,Reg,Lvl,Corner,OldTown,Feedr,1Fam,1.5Fin,6,Hip,VinylSd,VinylSd,None,0.0,3,CBlock,3,485,4,1,1635,4,5,0,Attchd,1,1,2,TA,WD,Normal,117000,394,1,96,3,56.0
987,20,RL,83.0,10159,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,Stone,450.0,5,PConc,5,1930,5,1,1940,5,8,4,Attchd,3,3,3,TA,New,Partial,395192,263,4,1,0,0.0
988,60,RL,81.28888888888889,12046,IR1,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,Gable,Plywood,Plywood,BrkFace,298.0,3,CBlock,3,848,3,1,2030,4,8,3,Attchd,3,2,3,TA,WD,Normal,195000,224,3,31,31,31.0
989,60,FV,65.0,8125,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,770,5,1,1576,4,6,0,Attchd,2,2,3,TA,New,Partial,197000,50,3,0,0,0.0
990,60,RL,82.0,9452,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,423.0,4,PConc,4,1396,5,1,2392,4,7,3,Attchd,3,3,3,TA,WD,Normal,348000,70,4,9,8,9.0
991,70,RM,121.0,17671,Reg,Lvl,Corner,OldTown,Artery,1Fam,2Story,8,Gable,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,916,4,1,1742,4,8,4,Attchd,1,2,3,TA,WD,Normal,168000,169,2,127,23,84.0
992,60,RL,80.0,9760,Reg,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,340.0,3,CBlock,3,822,4,1,1851,4,7,2,Attchd,2,2,3,TA,WD,Normal,187000,281,3,43,14,43.0
993,60,RL,68.0,8846,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,750,5,1,1500,4,6,0,Attchd,2,2,3,TA,New,Partial,173900,35,3,1,0,1.0
994,20,RL,96.0,12456,Reg,Lvl,FR2,NridgHt,Norm,1Fam,1Story,10,Hip,CemntBd,CmentBd,Stone,230.0,5,PConc,5,1700,5,1,1718,5,7,4,Attchd,3,3,3,TA,WD,Normal,337500,264,3,3,2,1.0
995,50,RL,51.0,4712,IR1,Lvl,Inside,BrkSide,Feedr,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,747,3,1,1230,3,5,0,Detchd,1,1,3,TA,WD,Abnorml,121600,120,3,60,56,60.0
996,20,RL,76.46236559139786,10659,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1050,3,1,1050,3,6,0,Attchd,1,1,3,TA,COD,Normal,136500,319,2,45,45,45.0
997,20,RL,81.28888888888889,11717,IR1,Lvl,Inside,NWAmes,PosA,1Fam,1Story,6,Hip,HdBoard,HdBoard,BrkFace,571.0,3,CBlock,3,1442,3,1,1442,3,6,3,Attchd,2,2,3,TA,WD,Normal,185000,371,2,39,39,39.0
